date,STN,temp_gem,temp_max,temp_min,vocht_gem,vocht_max,vocht_min,neerslag_som,neerslag_max,wind_gem,wind_max,wind_min,brand,sum_brand,Saturated Vapor Pressure (Es),Vapor Pressure (E),VPD,HDWI,HDWI_gust,temp_gem_som_3,temp_gem_som_7,vocht_gem_som_3,vocht_gem_som_7,neerslag_som_3,neerslag_som_7
2022-02-08 00:00:00+01:00,290,9.0,11.0,5.5,84.0,98.0,77.0,0.4,0.4,6.3,14.0,5.0,0,0,11.464327398027802,9.630035014343353,1.8342923836844487,11.556042017212029,25.680093371582288,20.400000000000027,45.900000000000006,251.0,587.0,33.800000000000004,44.79999999999996
2019-07-29 00:00:00+02:00,290,21.5,26.7,16.1,63.0,84.0,41.0,0.025,0.025,2.5,7.0,1.0,1,2,25.58110727845189,16.11609758542469,9.4650096930272,23.662524232568,66.25506785119039,70.10000000000002,184.5,172.0,360.0,0.075,0.175
2019-09-01 00:00:00+02:00,290,15.9,20.3,8.6,76.0,97.0,48.0,0.025,0.025,3.0,9.0,1.0,1,1,18.02683804098957,13.700396911152074,4.326441129837496,12.979323389512489,38.93797016853747,53.70000000000003,147.1,220.0,490.0,0.6500000000000178,19.79999999999996
2021-11-18 00:00:00+01:00,290,9.0,11.4,5.8,88.0,94.0,76.0,0.025,0.025,5.0,13.0,3.0,0,0,11.464327398027802,10.088608110264463,1.3757192877633369,6.878596438816684,17.88435074092338,20.200000000000028,51.400000000000006,274.0,632.0,0.4500000000000071,3.7249999999999575
2023-02-09 00:00:00+01:00,290,1.9,4.2,-1.6,66.0,97.0,52.0,0.025,0.025,3.8,8.0,2.0,0,0,7.006846875319564,4.624518937710913,2.3823279376086512,9.052846162912877,19.05862350086921,1.10000000000003,21.800000000000004,215.0,561.0,0.075,3.124999999999961
2021-02-24 00:00:00+01:00,290,13.6,18.7,8.7,68.0,82.0,44.0,0.025,0.025,4.3,12.0,2.0,0,0,15.544257218675332,10.570094908699229,4.974162309976105,21.38889793289725,59.68994771971326,39.00000000000002,78.2,193.0,488.0,0.075,6.249999999999957
2023-02-14 00:00:00+01:00,290,4.2,13.0,-2.7,86.0,99.0,58.0,0.025,0.025,1.0,4.0,0.0,0,0,8.243934597823468,7.089783754128183,1.1541508436952856,1.1541508436952856,4.616603374781143,17.90000000000003,31.300000000000008,259.0,562.0,0.075,0.175
2020-08-26 00:00:00+02:00,290,15.7,19.1,13.3,89.0,95.0,61.0,13.0,3.0,8.5,20.0,4.0,0,0,17.797923774384902,15.840152159202564,1.957771615182338,16.641058729049874,39.15543230364676,47.70000000000002,132.0,249.0,534.0,18.10000000000001,21.099999999999955
2021-04-13 00:00:00+02:00,290,3.5,9.8,-2.4,74.0,97.0,44.0,1.1,0.6,3.1,12.0,0.0,0,0,7.848440692632227,5.807846112547848,2.040594580084379,6.325843198261576,24.48713496101255,9.300000000000022,29.40000000000001,239.0,548.0,5.600000000000007,19.14999999999996
2024-10-22 00:00:00+02:00,290,10.6,15.2,7.1,92.0,99.0,72.0,3.6,2.1,3.1,13.0,1.0,0,0,12.760932729435826,11.74005811108096,1.0208746183548651,3.1647113169000822,13.271370038613249,39.60000000000005,100.90000000000002,261.0,610.0,7.325,10.199999999999942
2023-08-22 00:00:00+02:00,290,18.6,25.0,12.0,77.0,99.0,50.0,0.025,0.025,1.7,8.0,0.0,0,0,21.38046815957445,16.462960482872326,4.917507676702122,8.359763050393608,39.34006141361698,57.10000000000005,134.70000000000002,232.0,559.0,0.075,0.6499999999999644
2024-03-09 00:00:00+01:00,290,7.0,12.1,2.6,67.0,79.0,51.0,0.025,0.025,4.2,9.0,4.0,0,0,10.007925736063838,6.705310243162772,3.302615492901066,13.870985070184478,29.723539436109597,15.300000000000049,45.900000000000006,219.0,565.0,0.075,0.9499999999999574
2021-04-18 00:00:00+02:00,290,8.7,17.1,-0.7,71.0,98.0,45.0,0.025,0.025,2.5,9.0,0.0,1,1,11.23460102328201,7.976566726530227,3.2580342967517835,8.145085741879459,29.32230867076605,21.600000000000023,34.70000000000001,200.0,498.0,0.075,5.499999999999954
2025-05-23 00:00:00+02:00,290,8.7,13.5,4.0,81.0,99.0,62.0,6.1,2.6,4.0,14.0,1.0,0,0,11.23460102328201,9.100026828858429,2.134574194423582,8.538296777694327,29.884038721930143,31.80000000000005,87.3,210.0,471.0,6.15,6.249999999999947
2024-01-22 00:00:00+01:00,290,9.1,11.3,6.3,80.0,91.0,69.0,7.5,5.1,8.6,20.0,7.0,0,0,11.541818529722676,9.233454823778144,2.3083637059445348,19.851927871123,46.167274118890695,12.500000000000044,7.200000000000007,224.0,566.0,7.550000000000002,8.399999999999958
2023-04-10 00:00:00+02:00,290,11.4,17.6,5.8,63.0,91.0,39.0,2.4,1.1,5.4,14.0,2.0,0,0,13.456432680175864,8.477552588510795,4.978880091665069,26.88595249499137,69.70432128331096,28.70000000000003,50.400000000000006,208.0,481.0,2.45,11.199999999999958
